step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,predicted_fraud_probability,fraud_risk_score,model_risk_segment,investigation_priority_rank
640,CASH_OUT,1266752.6,C1349492818,1266752.6,0.0,C831536312,0.0,1266752.6,1,0,1.0,1000.0,Critical,2941
640,TRANSFER,1266752.6,C723906274,1266752.6,0.0,C1934229125,0.0,0.0,1,0,1.0,1000.0,Critical,2940
374,CASH_OUT,7466.12,C1178286288,7466.12,0.0,C626411479,0.0,7466.12,1,0,1.0,1000.0,Critical,375
374,TRANSFER,7466.12,C186075022,7466.12,0.0,C1001664465,0.0,0.0,1,0,1.0,1000.0,Critical,374
336,TRANSFER,170038.31,C498550702,170038.31,0.0,C982724683,0.0,0.0,1,0,1.0,1000.0,Critical,3
336,CASH_OUT,170038.31,C948610987,170038.31,0.0,C1691754688,88268.89,258307.2,1,0,1.0,1000.0,Critical,4
723,TRANSFER,1232697.94,C981935704,1232697.94,0.0,C786585564,0.0,0.0,1,0,1.0,1000.0,Critical,3730
723,CASH_OUT,1232697.94,C230197841,1232697.94,0.0,C449117351,2532328.06,3765025.99,1,0,1.0,1000.0,Critical,3731
723,CASH_OUT,6199009.0,C935658927,6199009.0,0.0,C1938522935,938804.47,7137813.47,1,0,1.0,1000.0,Critical,3733
640,TRANSFER,49871.73,C1236485428,49871.73,0.0,C1412551637,0.0,0.0,1,0,1.0,1000.0,Critical,2934
544,TRANSFER,412668.39,C1136118351,412668.39,0.0,C296079246,0.0,0.0,1,0,1.0,1000.0,Critical,2007
544,CASH_OUT,412668.39,C84071102,412668.39,0.0,C1576697216,1445047.47,1857715.86,1,0,1.0,1000.0,Critical,2008
640,TRANSFER,40867.66,C92605772,40867.66,0.0,C296814369,0.0,0.0,1,0,1.0,1000.0,Critical,2938
640,CASH_OUT,40867.66,C1092813707,40867.66,0.0,C769266186,0.0,40867.66,1,0,1.0,1000.0,Critical,2939
400,TRANSFER,5096946.74,C429020184,5096946.74,0.0,C639339113,0.0,0.0,1,0,1.0,1000.0,Critical,632
400,CASH_OUT,5096946.74,C417066150,5096946.74,0.0,C408849314,10804.71,5107751.46,1,0,1.0,1000.0,Critical,633
544,TRANSFER,25473.11,C199245986,25473.11,0.0,C140137302,0.0,0.0,1,0,1.0,1000.0,Critical,2005
699,CASH_OUT,84480.05,C1511318638,84480.05,0.0,C540530453,4455890.61,4540370.65,1,0,1.0,1000.0,Critical,3503
699,TRANSFER,148714.54,C516969543,148714.54,0.0,C2034859520,0.0,0.0,1,0,1.0,1000.0,Critical,3504
699,CASH_OUT,148714.54,C1745419959,148714.54,0.0,C1737815990,0.0,148714.54,1,0,1.0,1000.0,Critical,3505
699,TRANSFER,257643.59,C309297026,257643.59,0.0,C2081259491,0.0,0.0,1,0,1.0,1000.0,Critical,3506
699,CASH_OUT,257643.59,C735929753,257643.59,0.0,C48659119,0.0,257643.59,1,0,1.0,1000.0,Critical,3507
698,CASH_OUT,2360965.74,C1859539319,2360965.74,0.0,C599318565,0.0,2360965.74,1,0,1.0,1000.0,Critical,3499
698,TRANSFER,9097679.75,C413853456,9097679.75,0.0,C949247454,0.0,0.0,1,0,1.0,1000.0,Critical,3500
698,CASH_OUT,9097679.75,C622303175,9097679.75,0.0,C1544056522,2958471.27,12056151.02,1,0,1.0,1000.0,Critical,3501
697,CASH_OUT,378623.9,C1316763794,378623.9,0.0,C140649109,0.0,378623.9,1,0,1.0,1000.0,Critical,3485
619,TRANSFER,2341474.44,C532100013,2341474.44,0.0,C586068817,0.0,0.0,1,0,1.0,1000.0,Critical,2727
619,CASH_OUT,2341474.44,C1090006952,2341474.44,0.0,C264963065,18780.15,2360254.6,1,0,1.0,1000.0,Critical,2728
699,TRANSFER,84480.05,C144024686,84480.05,0.0,C241184394,0.0,0.0,1,0,1.0,1000.0,Critical,3502
698,TRANSFER,2479767.72,C500011939,2479767.72,0.0,C2100381776,0.0,0.0,1,0,1.0,1000.0,Critical,3496
698,CASH_OUT,2479767.72,C87347257,2479767.72,0.0,C2045743358,910534.24,3390301.96,1,0,1.0,1000.0,Critical,3497
697,CASH_OUT,289177.34,C46387531,289177.34,0.0,C621851577,0.0,289177.34,1,0,1.0,1000.0,Critical,3483
697,TRANSFER,1272493.9,C425919336,1272493.9,0.0,C1954069781,0.0,0.0,1,0,1.0,1000.0,Critical,3480
697,CASH_OUT,1272493.9,C1343376648,1272493.9,0.0,C1882250121,2396715.75,3669209.65,1,0,1.0,1000.0,Critical,3481
697,TRANSFER,289177.34,C1784743677,289177.34,0.0,C1686059852,0.0,0.0,1,0,1.0,1000.0,Critical,3482
698,CASH_OUT,2184556.65,C679742636,2184556.65,0.0,C1476073685,734500.25,2919056.89,1,0,1.0,1000.0,Critical,3492
698,TRANSFER,131842.85,C1539304019,131842.85,0.0,C1566175487,0.0,0.0,1,0,1.0,1000.0,Critical,3493
698,CASH_OUT,131842.85,C494904696,131842.85,0.0,C1742037913,3479.07,135321.92,1,0,1.0,1000.0,Critical,3494
697,TRANSFER,378623.9,C1584281400,378623.9,0.0,C62581304,0.0,0.0,1,0,1.0,1000.0,Critical,3484
697,TRANSFER,1226390.31,C2082930314,1226390.31,0.0,C1063512541,0.0,0.0,1,0,1.0,1000.0,Critical,3486
698,CASH_OUT,1242226.78,C1381975492,1242226.78,0.0,C522493540,1079508.64,2321735.42,1,0,1.0,1000.0,Critical,3489
698,CASH_OUT,10000000.0,C1460810398,10000000.0,0.0,C725953073,697508.01,10697508.01,1,0,1.0,1000.0,Critical,3490
611,CASH_OUT,40873.25,C1783886401,40873.25,0.0,C2011653330,905220.62,946093.88,1,0,1.0,1000.0,Critical,2633
611,TRANSFER,904338.88,C1259697063,904338.88,0.0,C1822887102,0.0,0.0,1,0,1.0,1000.0,Critical,2634
611,CASH_OUT,904338.88,C1116522843,904338.88,0.0,C591928998,0.0,904338.88,1,0,1.0,1000.0,Critical,2635
641,TRANSFER,19646.09,C948701373,19646.09,0.0,C1700955983,0.0,0.0,1,0,1.0,1000.0,Critical,2950
641,CASH_OUT,19646.09,C585116119,19646.09,0.0,C275095873,0.0,19646.09,1,0,1.0,1000.0,Critical,2951
641,CASH_OUT,2666139.51,C1114344238,2666139.51,0.0,C1868182822,1193425.04,3859564.55,1,0,1.0,1000.0,Critical,2949
720,CASH_OUT,71439.81,C1458525982,71439.81,0.0,C1880748813,106159.59,177599.4,1,0,1.0,1000.0,Critical,3714
611,TRANSFER,1418168.85,C1778688025,1418168.85,0.0,C343288009,0.0,0.0,1,0,1.0,1000.0,Critical,2638
356,TRANSFER,7360.15,C854622383,7360.15,0.0,C1455552961,0.0,0.0,1,0,1.0,1000.0,Critical,197
356,CASH_OUT,7360.15,C850424960,7360.15,0.0,C1620165471,556439.41,563799.56,1,0,1.0,1000.0,Critical,198
611,TRANSFER,40873.25,C710694637,40873.25,0.0,C1394516732,0.0,0.0,1,0,1.0,1000.0,Critical,2632
719,TRANSFER,119306.06,C1183843461,119306.06,0.0,C1830685403,0.0,0.0,1,0,1.0,1000.0,Critical,3707
719,CASH_OUT,119306.06,C1199258183,119306.06,0.0,C136557058,4040.44,123346.5,1,0,1.0,1000.0,Critical,3708
720,CASH_OUT,40075.02,C1765193112,40075.02,0.0,C153506501,0.0,40075.02,1,0,1.0,1000.0,Critical,3712
719,TRANSFER,366896.03,C1253782028,366896.03,0.0,C2141598336,0.0,0.0,1,0,1.0,1000.0,Critical,3696
719,CASH_OUT,366896.03,C2113748548,366896.03,0.0,C2051326295,0.0,366896.03,1,0,1.0,1000.0,Critical,3697
720,TRANSFER,71439.81,C170506678,71439.81,0.0,C1141419100,0.0,0.0,1,0,1.0,1000.0,Critical,3713
611,TRANSFER,451663.55,C1275808280,451663.55,0.0,C668503841,0.0,0.0,1,0,1.0,1000.0,Critical,2639
611,TRANSFER,49965.92,C2139042212,49965.92,0.0,C707243062,0.0,0.0,1,0,1.0,1000.0,Critical,2630
611,CASH_OUT,49965.92,C641294007,49965.92,0.0,C1450612627,113444.65,163410.57,1,0,1.0,1000.0,Critical,2631
720,TRANSFER,57040.65,C1257271049,57040.65,0.0,C1648581117,0.0,0.0,1,0,1.0,1000.0,Critical,3715
720,CASH_OUT,57040.65,C839142171,57040.65,0.0,C1341565577,0.0,57040.65,1,0,1.0,1000.0,Critical,3716
722,TRANSFER,1158396.74,C2062360147,1158396.74,0.0,C1873402307,0.0,0.0,1,0,1.0,1000.0,Critical,3721
722,CASH_OUT,1158396.74,C366293837,1158396.74,0.0,C2121955514,0.0,1158396.74,1,0,1.0,1000.0,Critical,3722
722,TRANSFER,444766.43,C1510579815,444766.43,0.0,C710501124,0.0,0.0,1,0,1.0,1000.0,Critical,3723
722,CASH_OUT,59263.88,C1129374442,59263.88,0.0,C552296205,1597464.29,1656728.17,1,0,1.0,1000.0,Critical,3725
722,TRANSFER,21960.02,C1438426689,21960.02,0.0,C213308373,0.0,0.0,1,0,1.0,1000.0,Critical,3726
722,CASH_OUT,21960.02,C1265063091,21960.02,0.0,C730907439,0.0,21960.02,1,0,1.0,1000.0,Critical,3727
721,TRANSFER,23639.56,C594313973,23639.56,0.0,C1343815682,0.0,0.0,1,0,1.0,1000.0,Critical,3717
721,CASH_OUT,23639.56,C427738422,23639.56,0.0,C950599910,140063.53,163703.1,1,0,1.0,1000.0,Critical,3718
336,TRANSFER,1950022.93,C464058059,1950022.93,0.0,C539311335,0.0,0.0,1,0,1.0,1000.0,Critical,5
336,CASH_OUT,1950022.93,C865094709,1950022.93,0.0,C1348689298,0.0,1950022.93,1,0,1.0,1000.0,Critical,6
721,TRANSFER,71216.62,C2104908972,71216.62,0.0,C859732085,0.0,0.0,1,0,1.0,1000.0,Critical,3719
721,CASH_OUT,71216.62,C1028741158,71216.62,0.0,C1126685739,16093.34,87309.96,1,0,1.0,1000.0,Critical,3720
720,TRANSFER,79039.81,C1468845762,79039.81,0.0,C1226285099,0.0,0.0,1,0,1.0,1000.0,Critical,3709
720,CASH_OUT,79039.81,C838045354,79039.81,0.0,C1980653895,11270532.7,11349572.51,1,0,1.0,1000.0,Critical,3710
722,TRANSFER,59263.88,C2141452552,59263.88,0.0,C1620015007,0.0,0.0,1,0,1.0,1000.0,Critical,3724
720,TRANSFER,40075.02,C1996558397,40075.02,0.0,C2122089181,0.0,0.0,1,0,1.0,1000.0,Critical,3711
719,TRANSFER,479926.98,C444759415,479926.98,0.0,C1253833239,0.0,0.0,1,0,1.0,1000.0,Critical,3700
719,TRANSFER,67299.57,C645678075,67299.57,0.0,C1753733624,0.0,0.0,1,0,1.0,1000.0,Critical,3698
719,CASH_OUT,67299.57,C163185950,67299.57,0.0,C1545339694,303173.2,370472.77,1,0,1.0,1000.0,Critical,3699
374,TRANSFER,1968431.0,C1366764100,1968431.0,0.0,C932961272,0.0,0.0,1,0,1.0,1000.0,Critical,372
641,TRANSFER,2938833.22,C764985389,2938833.22,0.0,C1105589576,0.0,0.0,1,0,1.0,1000.0,Critical,2942
641,CASH_OUT,2938833.22,C821430696,2938833.22,0.0,C187106136,0.0,2938833.22,1,0,1.0,1000.0,Critical,2943
641,TRANSFER,2205.55,C25477587,2205.55,0.0,C234682668,0.0,0.0,1,0,1.0,1000.0,Critical,2944
641,CASH_OUT,2205.55,C1938167452,2205.55,0.0,C700621528,262952.99,265158.54,1,0,1.0,1000.0,Critical,2945
641,TRANSFER,115599.26,C615237336,115599.26,0.0,C418577182,0.0,0.0,1,0,1.0,1000.0,Critical,2946
641,CASH_OUT,115599.26,C649566267,115599.26,0.0,C1937119864,2621088.84,2736688.1,1,0,1.0,1000.0,Critical,2947
641,TRANSFER,2666139.51,C18505575,2666139.51,0.0,C140141487,0.0,0.0,1,0,1.0,1000.0,Critical,2948
642,CASH_OUT,330665.02,C1938184125,330665.02,0.0,C88359761,751482.23,1082147.26,1,0,1.0,1000.0,Critical,2953
642,CASH_OUT,20281.44,C1585523750,20281.44,0.0,C1744383627,85764.25,106045.69,1,0,1.0,1000.0,Critical,2955
642,TRANSFER,32660.58,C1547797101,32660.58,0.0,C1070729572,0.0,0.0,1,0,1.0,1000.0,Critical,2956
642,TRANSFER,450060.37,C680982592,450060.37,0.0,C1213851559,0.0,0.0,1,0,1.0,1000.0,Critical,2958
691,CASH_OUT,84174.31,C503145512,84174.31,0.0,C893760523,0.0,84174.31,1,0,1.0,1000.0,Critical,3413
643,TRANSFER,352179.76,C964511313,352179.76,0.0,C2000898325,0.0,0.0,1,0,1.0,1000.0,Critical,2963
544,TRANSFER,179997.78,C1298652940,179997.78,0.0,C2071037920,0.0,0.0,1,0,1.0,1000.0,Critical,2003
544,CASH_OUT,179997.78,C1670239272,179997.78,0.0,C1954451827,55751.58,235749.36,1,0,1.0,1000.0,Critical,2004
610,TRANSFER,298754.96,C2016166822,298754.96,0.0,C1961561601,0.0,0.0,1,0,1.0,1000.0,Critical,2629
642,CASH_OUT,32660.58,C460303753,32660.58,0.0,C1656286463,0.0,32660.58,1,0,1.0,1000.0,Critical,2957
642,TRANSFER,20281.44,C139028296,20281.44,0.0,C1429403173,0.0,0.0,1,0,1.0,1000.0,Critical,2954
719,CASH_OUT,1842163.57,C1605541894,1842163.57,0.0,C2135177124,446897.67,2289061.24,1,0,1.0,1000.0,Critical,3704
719,TRANSFER,534518.98,C1636058456,534518.98,0.0,C937763226,0.0,0.0,1,0,1.0,1000.0,Critical,3705
719,CASH_OUT,534518.98,C1561200626,534518.98,0.0,C999955448,91719.52,626238.5,1,0,1.0,1000.0,Critical,3706
374,CASH_OUT,54725.54,C504247900,54725.54,0.0,C1327566148,0.0,54725.54,1,0,1.0,1000.0,Critical,379
691,TRANSFER,84174.31,C1766174104,84174.31,0.0,C2119229294,0.0,0.0,1,0,1.0,1000.0,Critical,3412
393,TRANSFER,432958.83,C1282477979,432958.83,0.0,C1783092125,0.0,0.0,1,0,1.0,1000.0,Critical,563
642,TRANSFER,330665.02,C858235429,330665.02,0.0,C1542396636,0.0,0.0,1,0,1.0,1000.0,Critical,2952
374,TRANSFER,54725.54,C65923557,54725.54,0.0,C246666772,0.0,0.0,1,0,1.0,1000.0,Critical,378
374,CASH_OUT,1968431.0,C1202085584,1968431.0,0.0,C1424764203,0.0,1968431.0,1,0,1.0,1000.0,Critical,373
719,TRANSFER,6219566.63,C1254000350,6219566.63,0.0,C432911682,0.0,0.0,1,0,1.0,1000.0,Critical,3701
719,CASH_OUT,6219566.63,C334882914,6219566.63,0.0,C878792867,0.0,6219566.63,1,0,1.0,1000.0,Critical,3702
719,TRANSFER,1842163.57,C445994670,1842163.57,0.0,C2123813082,0.0,0.0,1,0,1.0,1000.0,Critical,3703
371,CASH_OUT,11630.38,C778960214,11630.38,0.0,C816129508,36945.1,48575.48,1,0,1.0,1000.0,Critical,347
371,TRANSFER,11630.38,C1937824051,11630.38,0.0,C1513735273,0.0,0.0,1,0,1.0,1000.0,Critical,346
694,TRANSFER,715662.13,C1570281685,715662.13,0.0,C1181841918,0.0,0.0,1,0,1.0,1000.0,Critical,3462
619,TRANSFER,945131.71,C411013894,945131.71,0.0,C1546732203,0.0,0.0,1,0,1.0,1000.0,Critical,2729
619,CASH_OUT,945131.71,C1366832046,945131.71,0.0,C1275965910,0.0,945131.71,1,0,1.0,1000.0,Critical,2730
472,CASH_OUT,2739869.62,C342873826,2739869.62,0.0,C1459518542,0.0,2739869.62,1,0,1.0,1000.0,Critical,1354
472,TRANSFER,2739869.62,C957619820,2739869.62,0.0,C1424435329,0.0,0.0,1,0,1.0,1000.0,Critical,1353
697,CASH_OUT,1226390.31,C1387290846,1226390.31,0.0,C2032479397,203175.25,1429565.56,1,0,1.0,1000.0,Critical,3487
698,TRANSFER,2184556.65,C1385022604,2184556.65,0.0,C1641999884,0.0,0.0,1,0,1.0,1000.0,Critical,3491
698,TRANSFER,1242226.78,C2110278215,1242226.78,0.0,C749611151,0.0,0.0,1,0,1.0,1000.0,Critical,3488
686,TRANSFER,107732.98,C1782019043,107732.98,0.0,C237935260,0.0,0.0,1,0,1.0,1000.0,Critical,3367
686,CASH_OUT,107732.98,C110351076,107732.98,0.0,C1517484697,459838.99,567571.96,1,0,1.0,1000.0,Critical,3368
472,CASH_OUT,63440.63,C1047682756,63440.63,0.0,C1400720500,26850.23,90290.87,1,0,1.0,1000.0,Critical,1358
473,TRANSFER,7009.93,C53019393,7009.93,0.0,C304768770,0.0,0.0,1,0,1.0,1000.0,Critical,1367
473,CASH_OUT,7009.93,C2022649541,7009.93,0.0,C239424906,0.0,7009.93,1,0,1.0,1000.0,Critical,1368
473,TRANSFER,36996.83,C528147634,36996.83,0.0,C1140712757,0.0,0.0,1,0,1.0,1000.0,Critical,1363
473,CASH_OUT,70239.81,C867506541,70239.81,0.0,C1424690592,255444.42,325684.23,1,0,1.0,1000.0,Critical,1360
473,TRANSFER,417620.07,C1833923167,417620.07,0.0,C2045180381,0.0,0.0,1,0,1.0,1000.0,Critical,1361
473,CASH_OUT,417620.07,C281624402,417620.07,0.0,C197249105,0.0,417620.07,1,0,1.0,1000.0,Critical,1362
472,CASH_OUT,653983.93,C1069288733,653983.93,0.0,C1731869105,659112.38,1313096.31,1,0,1.0,1000.0,Critical,1356
643,CASH_OUT,1707.4,C933301215,1707.4,0.0,C306147226,0.0,1707.4,1,0,1.0,1000.0,Critical,2962
644,TRANSFER,70669.49,C1174372985,70669.49,0.0,C770656459,0.0,0.0,1,0,1.0,1000.0,Critical,2973
644,CASH_OUT,70669.49,C889625469,70669.49,0.0,C778459251,1610179.68,1680849.17,1,0,1.0,1000.0,Critical,2974
643,TRANSFER,3092085.39,C1658683875,3092085.39,0.0,C137816170,0.0,0.0,1,0,1.0,1000.0,Critical,2959
644,CASH_OUT,228751.77,C896934166,228751.77,0.0,C1065611861,702234.36,930986.13,1,0,1.0,1000.0,Critical,2976
349,TRANSFER,98736.52,C1777704750,98736.52,0.0,C1874416454,0.0,0.0,1,0,1.0,1000.0,Critical,118
643,TRANSFER,4222595.06,C796012531,4222595.06,0.0,C848830970,0.0,0.0,1,0,1.0,1000.0,Critical,2971
643,CASH_OUT,4222595.06,C4856718,4222595.06,0.0,C488060391,0.0,4222595.06,1,0,1.0,1000.0,Critical,2972
610,TRANSFER,646676.42,C1136893398,646676.42,0.0,C850364228,0.0,0.0,1,0,1.0,1000.0,Critical,2628
643,CASH_OUT,40651.96,C459709989,40651.96,0.0,C632646357,1737062.67,1777714.62,1,0,1.0,1000.0,Critical,2968
643,TRANSFER,44482.33,C409367795,44482.33,0.0,C1969995735,0.0,0.0,1,0,1.0,1000.0,Critical,2969
643,CASH_OUT,44482.33,C611589726,44482.33,0.0,C1052510610,0.0,44482.33,1,0,1.0,1000.0,Critical,2970
643,CASH_OUT,3092085.39,C331136549,3092085.39,0.0,C447175296,120913.17,3212998.55,1,0,1.0,1000.0,Critical,2960
643,TRANSFER,1707.4,C876539224,1707.4,0.0,C1530583472,0.0,0.0,1,0,1.0,1000.0,Critical,2961
374,TRANSFER,243747.83,C1536431986,243747.83,0.0,C1220821347,0.0,0.0,1,0,1.0,1000.0,Critical,380
643,CASH_OUT,352179.76,C1338415821,352179.76,0.0,C1852367071,350816.33,702996.09,1,0,1.0,1000.0,Critical,2964
643,TRANSFER,161147.38,C215087680,161147.38,0.0,C2112991793,0.0,0.0,1,0,1.0,1000.0,Critical,2965
643,CASH_OUT,161147.38,C856811510,161147.38,0.0,C187881338,0.0,161147.38,1,0,1.0,1000.0,Critical,2966
643,TRANSFER,40651.96,C1619881995,40651.96,0.0,C293156526,0.0,0.0,1,0,1.0,1000.0,Critical,2967
345,TRANSFER,128936.95,C673297850,128936.95,0.0,C880160644,0.0,0.0,1,0,1.0,1000.0,Critical,95
345,CASH_OUT,128936.95,C1177265377,128936.95,0.0,C1158181997,1741561.22,1870498.17,1,0,1.0,1000.0,Critical,96
612,TRANSFER,49423.31,C770927537,49423.31,0.0,C1726957418,0.0,0.0,1,0,1.0,1000.0,Critical,2646
612,CASH_OUT,49423.31,C329967562,49423.31,0.0,C1801110858,314742.75,364166.06,1,0,1.0,1000.0,Critical,2647
612,TRANSFER,2082884.49,C1259321993,2082884.49,0.0,C663298413,0.0,0.0,1,0,1.0,1000.0,Critical,2644
612,CASH_OUT,2082884.49,C735225531,2082884.49,0.0,C19320432,3261945.96,5344830.44,1,0,1.0,1000.0,Critical,2645
374,CASH_OUT,243747.83,C962574299,243747.83,0.0,C1896575242,972569.6,1216317.42,1,0,1.0,1000.0,Critical,381
644,TRANSFER,628033.58,C461413843,628033.58,0.0,C1733340039,0.0,0.0,1,0,1.0,1000.0,Critical,2981
543,TRANSFER,74436.56,C694879733,74436.56,0.0,C1164535816,0.0,0.0,1,0,1.0,1000.0,Critical,1998
543,CASH_OUT,74436.56,C1022475357,74436.56,0.0,C1086411656,201151.33,275587.89,1,0,1.0,1000.0,Critical,1999
543,TRANSFER,57204.07,C2080854887,57204.07,0.0,C2001477258,0.0,0.0,1,0,1.0,1000.0,Critical,2000
543,CASH_OUT,57204.07,C947854102,57204.07,0.0,C149021692,2726027.96,2783232.03,1,0,1.0,1000.0,Critical,2001
349,CASH_OUT,98736.52,C1301301419,98736.52,0.0,C489315862,0.0,98736.52,1,0,1.0,1000.0,Critical,119
690,CASH_OUT,3887853.15,C594531860,3887853.15,0.0,C1303439903,3977835.62,7865688.77,1,0,1.0,1000.0,Critical,3402
644,TRANSFER,4438931.81,C594373709,4438931.81,0.0,C2071706455,0.0,0.0,1,0,1.0,1000.0,Critical,2979
644,CASH_OUT,4438931.81,C694579714,4438931.81,0.0,C672316377,20066.68,4458998.5,1,0,1.0,1000.0,Critical,2980
543,TRANSFER,2558618.27,C1229649217,2558618.27,0.0,C642148524,0.0,0.0,1,0,1.0,1000.0,Critical,2002
644,CASH_OUT,513610.51,C786682293,513610.51,0.0,C995315551,954248.26,1467858.76,1,0,1.0,1000.0,Critical,2978
644,TRANSFER,513610.51,C2054490083,513610.51,0.0,C469157358,0.0,0.0,1,0,1.0,1000.0,Critical,2977
690,TRANSFER,3887853.15,C804681656,3887853.15,0.0,C753327300,0.0,0.0,1,0,1.0,1000.0,Critical,3401
400,TRANSFER,436757.76,C1866512540,436757.76,0.0,C2138692554,0.0,0.0,1,0,1.0,1000.0,Critical,634
405,TRANSFER,973805.75,C10712954,973805.75,0.0,C354003512,0.0,0.0,1,0,1.0,1000.0,Critical,707
405,CASH_OUT,973805.75,C1527835008,973805.75,0.0,C141042490,0.0,973805.75,1,0,1.0,1000.0,Critical,708
596,TRANSFER,381247.3,C569564677,381247.3,0.0,C1231868978,0.0,0.0,1,0,1.0,1000.0,Critical,2495
596,CASH_OUT,381247.3,C611134778,381247.3,0.0,C686935058,392496.79,773744.09,1,0,1.0,1000.0,Critical,2496
644,TRANSFER,228751.77,C1886391505,228751.77,0.0,C137422698,0.0,0.0,1,0,1.0,1000.0,Critical,2975
473,CASH_OUT,179700.14,C1270751664,179700.14,0.0,C1991324873,1792.34,181492.48,1,0,1.0,1000.0,Critical,1366
472,TRANSFER,653983.93,C951821221,653983.93,0.0,C1535144828,0.0,0.0,1,0,1.0,1000.0,Critical,1355
396,TRANSFER,1547877.98,C211699118,1547877.98,0.0,C1804433464,0.0,0.0,1,0,1.0,1000.0,Critical,579
472,TRANSFER,63440.63,C1431701654,63440.63,0.0,C906449417,0.0,0.0,1,0,1.0,1000.0,Critical,1357
699,TRANSFER,2763398.31,C577803442,2763398.31,0.0,C619602282,0.0,0.0,1,0,1.0,1000.0,Critical,3512
699,CASH_OUT,2763398.31,C1491503658,2763398.31,0.0,C454424230,339515.35,3102913.66,1,0,1.0,1000.0,Critical,3513
371,TRANSFER,174324.94,C1186321372,174324.94,0.0,C372000070,0.0,0.0,1,0,1.0,1000.0,Critical,348
396,CASH_OUT,1547877.98,C1878609534,1547877.98,0.0,C1300753775,185725.9,1733603.89,1,0,1.0,1000.0,Critical,580
715,CASH_OUT,621080.67,C2063271893,621080.67,0.0,C1989548157,0.0,621080.67,1,0,1.0,1000.0,Critical,3657
567,TRANSFER,1893451.73,C400595138,1893451.73,0.0,C1773342001,0.0,0.0,1,0,1.0,1000.0,Critical,2227
567,CASH_OUT,1893451.73,C1062517629,1893451.73,0.0,C1434665173,488873.27,2382324.99,1,0,1.0,1000.0,Critical,2228
473,CASH_OUT,36996.83,C77588545,36996.83,0.0,C826538510,729398.84,766395.67,1,0,1.0,1000.0,Critical,1364
473,TRANSFER,179700.14,C307539719,179700.14,0.0,C434694643,0.0,0.0,1,0,1.0,1000.0,Critical,1365
469,CASH_OUT,245106.78,C1403929359,245106.78,0.0,C1934932538,2622766.27,2867873.04,1,0,1.0,1000.0,Critical,1336
699,CASH_OUT,62372.43,C1915659563,62372.43,0.0,C421781202,1195387.47,1257759.9,1,0,1.0,1000.0,Critical,3509
699,TRANSFER,162326.52,C1557504343,162326.52,0.0,C404511346,0.0,0.0,1,0,1.0,1000.0,Critical,3510
699,CASH_OUT,162326.52,C1532317723,162326.52,0.0,C446134087,0.0,162326.52,1,0,1.0,1000.0,Critical,3511
686,TRANSFER,198043.93,C2141973134,198043.93,0.0,C753192820,0.0,0.0,1,0,1.0,1000.0,Critical,3365
686,CASH_OUT,198043.93,C1582832873,198043.93,0.0,C1178877830,17003.34,215047.27,1,0,1.0,1000.0,Critical,3366
469,TRANSFER,245106.78,C568285041,245106.78,0.0,C867659609,0.0,0.0,1,0,1.0,1000.0,Critical,1335
645,CASH_OUT,326250.51,C1592906945,326250.51,0.0,C379003317,83999.86,410250.38,1,0,1.0,1000.0,Critical,2988
645,TRANSFER,214760.72,C1925284457,214760.72,0.0,C2048290400,0.0,0.0,1,0,1.0,1000.0,Critical,2982
645,CASH_OUT,21990.52,C1079650146,21990.52,0.0,C429196571,0.0,21990.52,1,0,1.0,1000.0,Critical,2990
646,TRANSFER,43071.62,C1047530413,43071.62,0.0,C665289555,0.0,0.0,1,0,1.0,1000.0,Critical,2991
639,CASH_OUT,208253.11,C975798201,208253.11,0.0,C1514143343,500417.0,708670.11,1,0,1.0,1000.0,Critical,2921
639,TRANSFER,246250.77,C187250365,246250.77,0.0,C1147976411,0.0,0.0,1,0,1.0,1000.0,Critical,2922
639,TRANSFER,305846.12,C1966738869,305846.12,0.0,C248194392,0.0,0.0,1,0,1.0,1000.0,Critical,2926
645,CASH_OUT,10000000.0,C276347571,10000000.0,0.0,C1823815645,0.0,10000000.0,1,0,1.0,1000.0,Critical,2984
645,TRANSFER,1576874.04,C1859428383,1576874.04,0.0,C1424577358,0.0,0.0,1,0,1.0,1000.0,Critical,2985
645,CASH_OUT,1576874.04,C1029506944,1576874.04,0.0,C1873712086,0.0,1576874.04,1,0,1.0,1000.0,Critical,2986
645,TRANSFER,326250.51,C193546785,326250.51,0.0,C214988457,0.0,0.0,1,0,1.0,1000.0,Critical,2987
684,CASH_OUT,459.38,C24326875,459.38,0.0,C1071787427,277498.02,277957.4,1,0,1.0,1000.0,Critical,3339
645,CASH_OUT,214760.72,C219928629,214760.72,0.0,C1845454349,151605.62,366366.35,1,0,1.0,1000.0,Critical,2983
646,CASH_OUT,10000000.0,C896022572,10000000.0,0.0,C1741236640,0.0,10000000.0,1,0,1.0,1000.0,Critical,2993
693,TRANSFER,463891.31,C96489795,463891.31,0.0,C385716875,0.0,0.0,1,0,1.0,1000.0,Critical,3438
693,TRANSFER,1018645.2,C213913405,1018645.2,0.0,C72963168,0.0,0.0,1,0,1.0,1000.0,Critical,3439
693,CASH_OUT,1018645.2,C798424604,1018645.2,0.0,C1341894721,80713.83,1099359.03,1,0,1.0,1000.0,Critical,3440
354,TRANSFER,283429.1,C712071117,283429.1,0.0,C465712526,0.0,0.0,1,0,1.0,1000.0,Critical,181
